Date,MinTemp,MaxTemp
20000101,59.76270078546495,63.63615717675807
20000102,93.0378732744839,116.89005432817271
20000103,70.55267521432877,99.22161145571947
20000104,58.976636599379376,96.4407543744891
20000105,34.73095986778094,80.89292887378232
20000106,79.17882261333122,101.05986731933092
20000107,37.5174422525385,68.90793983388366
20000108,128.35460015641596,131.35801470099815
20000109,142.73255210020585,166.49824351620626
20000110,26.688303765155542,70.18867191314045
20000111,108.34500761653291,137.9589419706612
20000112,55.778983950580894,74.53405460049255
20000113,63.608912218786465,68.07122573612756
20000114,135.1193276585322,160.04862160177953
20000115,-35.79278836042261,10.142377506444696
20000116,-32.57414005969186,-28.879428651395344
20000117,-45.956320511934855,-19.412749560700668
20000118,116.5239691095876,137.84013338327736
20000119,105.63135018997009,143.60454316018604
20000120,124.00242964936383,131.55995347163034
20000121,145.7236684465528,154.2834323146319
20000122,109.83171284334472,145.6319304081591
20000123,42.29587245058637,76.29374812420872
20000124,106.10583525729109,131.9899749331045
20000125,-26.345114826213354,-26.11721128057449
20000126,77.98420426550476,120.76744306626723
20000127,-21.32934251819072,28.040541128179008
20000128,138.93378340991677,172.30599378062436
20000129,54.36966435001433,101.03106163074264
20000130,32.932387998104716,70.82311814679056
20000131,2.911122420925394,37.11921858112999
20000201,104.84673788684333,122.40991268362848
20000202,41.23006644330971,45.213049698303486
20000203,63.6867897737297,65.29533431802203
20000204,-46.24203991272897,-23.713963234605554
20000205,73.52709941517541,96.5038864957073
20000206,72.41914454448428,91.72840670656653
20000207,73.38679937495138,74.88295009441786
20000208,138.74961570292484,148.71687754702253
20000209,86.36405982069668,93.18978480615212
20000210,21.901580114757202,22.53851019473642
20000211,37.40639075986829,68.36306896602979
20000212,89.52623918545297,94.47353741786002
20000213,-37.95490567414603,-30.535428898298093
20000214,83.35334308913353,88.3090012355661
20000215,84.12757392363189,122.36084438388784
20000216,-7.92348778523182,36.24543238892871
20000217,-24.214740469029337,-18.27503897996062
20000218,13.085670184836772,43.86891685444364
20000219,22.742154188524523,53.72658641792477
20000220,64.03935408357593,78.10567861278565
20000221,37.72030269246407,67.14596394402913
20000222,147.67476761184523,169.33885507244403
20000223,-29.591037850394386,-24.20877538224512
20000224,-8.22464878103306,39.687704532264604
20000225,-17.738096423000748,16.19367570370715
20000226,80.62166509307968,128.3196406020544
20000227,0.6583205079564225,8.209485877593288
20000228,43.262154571261256,82.96983848487328
20000229,-1.1148815996794514,19.916409291502653
20000301,-18.206083270896055,28.2782240724305
20000302,-27.924971767138974,6.4245760855899015
20000303,81.26591789305468,88.62419004322248
20000304,-22.36340973027724,-20.739680833592693
20000305,-10.6835276639893,-4.402415576045388
20000306,23.74503413219282,59.37952299027375
20000307,114.19864596958702,114.72573667398859
20000308,-30.579744841387747,-6.666519831384992
